snoring,respirationrate,bodytemperature,sleepinghours,heartrate,stresslevel
71,30,95.13,5.13,93,4
61,24,99.74,6.19,90,3
81,38,109.62,1.95,128,5
57,9,99.76,6.1,50,3
63,8,99.7,5.5,88,3
89,5,106.68,0.84,41,5
56,24,96.11,6.14,52,3
48,11,96.72,9.39,82,2
86,4,106.71,0.84,115,5
46,21,96.67,9.5,55,2
37,16,99.0,7.64,69,1
59,9,99.7,5.63,88,3
81,1,81.23,3.67,127,5
35,19,97.03,8.23,63,1
51,23,96.76,9.15,83,2
59,9,96.34,6.29,52,3
68,6,100.35,10.22,47,4
66,29,100.67,10.13,98,4
68,29,100.61,5.19,45,4
88,38,83.63,3.59,111,5
58,8,99.86,5.77,86,3
51,11,99.46,6.63,83,2
74,30,95.45,10.31,48,4
63,25,99.71,6.12,50,3
40,14,97.43,8.41,78,1
36,14,98.29,7.64,73,1
31,19,97.1,8.93,63,1
42,20,98.81,8.06,78,1
30,20,97.19,8.49,80,1
57,8,99.76,5.87,52,3
85,37,83.88,3.39,124,5
66,29,100.54,5.13,48,4
88,36,80.55,0.92,121,5
81,3,83.68,2.11,116,5
59,24,96.19,6.05,87,3
69,30,95.26,5.28,46,4
51,21,96.69,9.13,56,2
88,5,81.43,1.44,124,5
55,10,96.86,9.4,55,2
50,10,96.6,6.64,56,2
60,8,99.71,5.78,50,3
52,11,96.54,6.76,85,2
47,11,96.53,9.42,58,2
49,11,96.62,9.31,85,2
33,12,98.81,7.72,73,1
47,10,99.49,6.64,56,2
60,25,96.01,6.4,87,3
54,10,99.21,6.51,81,2
57,8,96.29,5.88,50,3
88,40,81.81,0.34,123,5
75,28,100.65,5.0,47,4
89,37,83.48,0.5,43,5
53,10,99.13,9.2,58,2
60,9,99.69,6.08,53,3
55,11,99.26,6.67,83,2
60,8,99.7,5.8,52,3
59,8,96.05,6.35,51,3
48,21,99.28,6.8,81,2
40,12,98.19,7.34,73,1
44,17,97.41,8.61,68,1
71,27,100.44,5.16,98,4
67,28,95.67,10.05,96,4
35,16,98.66,8.77,64,1
37,18,98.73,7.25,77,1
47,23,96.52,6.85,84,2
69,30,95.61,10.24,93,4
46,10,96.61,9.43,59,2
54,10,96.81,9.04,55,2
59,8,96.05,5.77,51,3
33,13,98.93,8.57,64,1
38,12,98.23,7.04,68,1
65,25,99.78,5.5,51,3
64,24,99.91,5.56,51,3
50,23,96.61,6.89,82,2
49,10,99.35,9.46,57,2
63,8,96.02,6.07,90,3
60,8,99.77,6.14,52,3
50,23,99.38,9.41,55,2
65,25,95.91,5.86,53,3
33,17,98.55,7.19,62,1
59,8,99.98,5.67,86,3
52,23,99.36,6.61,55,2
41,18,97.96,8.28,80,1
36,14,97.45,8.92,72,1
76,34,80.99,2.14,120,5
59,24,95.99,6.04,53,3
58,9,96.1,5.88,88,3
47,23,96.55,6.84,83,2
50,21,99.17,6.86,57,2
66,7,100.48,5.34,45,4
34,17,97.69,7.82,75,1
51,22,96.57,6.72,58,2
46,10,96.65,6.57,58,2
77,39,82.32,2.57,41,5
78,40,107.73,1.47,42,5
69,6,100.17,5.1,94,4
56,25,99.94,6.39,53,3
50,22,96.72,9.28,57,2
43,14,98.78,8.97,74,1
34,15,97.74,7.9,73,1
80,0,84.98,1.18,128,5
39,16,98.92,7.3,75,1
83,5,83.41,3.64,126,5
56,9,96.28,6.31,53,3
88,33,84.16,1.1,110,5
41,12,98.22,7.96,74,1
89,4,109.39,1.77,44,5
52,11,99.28,9.12,81,2
41,13,97.94,8.03,75,1
74,29,95.7,10.21,96,4
72,27,100.38,5.17,95,4
35,20,98.63,7.0,66,1
69,7,95.25,10.01,49,4
74,6,95.3,10.48,97,4
62,8,96.33,6.27,86,3
36,13,98.39,7.95,73,1
66,6,100.48,5.23,91,4
53,23,99.16,6.72,81,2
87,35,107.22,2.92,44,5
58,24,96.18,6.28,90,3
66,6,100.48,10.07,48,4
75,27,100.62,10.36,49,4
54,22,96.84,9.31,58,2
53,10,99.28,9.31,81,2
30,17,97.62,7.14,63,1
38,15,97.77,7.71,77,1
47,21,99.49,9.43,81,2
88,1,81.98,3.56,38,5
57,25,96.37,5.87,52,3
55,11,96.72,6.73,82,2
64,8,95.94,5.71,88,3
65,24,99.6,6.36,89,3
33,20,97.08,8.63,73,1
38,12,98.32,7.48,80,1
90,2,82.88,3.17,39,5
74,7,100.15,5.31,48,4
73,29,95.12,10.32,95,4
56,26,99.78,6.17,87,3
47,23,99.15,9.23,55,2
67,27,100.42,5.07,100,4
89,0,109.1,0.46,112,5
87,32,83.79,3.29,36,5
44,13,97.3,8.14,64,1
55,11,96.7,9.18,55,2
55,22,99.13,6.84,58,2
39,15,98.26,7.44,77,1
56,24,95.98,5.76,52,3
70,6,95.25,10.41,48,4
50,10,99.4,9.02,83,2
58,9,96.29,5.73,53,3
50,21,96.89,9.11,59,2
65,9,96.25,5.7,86,3
60,9,99.67,5.9,52,3
68,27,100.64,5.11,46,4
37,14,97.51,7.75,62,1
87,0,106.12,2.63,122,5
57,24,95.95,5.57,89,3
67,27,100.57,5.12,46,4
73,27,100.55,5.01,96,4
58,26,99.71,6.33,52,3
39,17,98.23,7.9,69,1
35,18,98.5,7.47,76,1
79,1,106.9,3.5,124,5
79,31,108.76,1.14,41,5
41,12,98.76,7.95,70,1
66,6,95.73,5.06,47,4
52,22,96.65,6.8,83,2
66,7,100.47,5.3,91,4
73,30,95.69,10.34,47,4
65,26,95.93,6.25,87,3
54,11,96.58,9.01,83,2
58,26,99.78,6.28,87,3
89,2,105.52,3.03,113,5
53,22,96.68,6.57,58,2
70,29,100.42,5.15,93,4
58,9,99.82,6.33,90,3
54,22,96.57,6.8,57,2
59,9,96.34,6.05,53,3
74,6,100.63,10.22,47,4
75,27,100.2,5.14,46,4
45,16,98.71,7.47,71,1
72,6,95.61,5.03,98,4
60,9,96.21,6.39,52,3
66,27,95.55,5.39,47,4
74,30,95.17,10.47,48,4
81,3,109.28,2.29,35,5
59,8,95.9,5.69,86,3
53,11,96.85,9.29,56,2
74,6,100.35,10.47,99,4
35,18,98.16,8.89,72,1
83,40,106.53,2.73,123,5
36,17,97.48,7.26,67,1
57,8,96.2,5.67,90,3
61,25,95.91,6.15,54,3
33,18,98.63,7.44,68,1
66,7,95.74,10.4,45,4
90,40,82.24,3.11,39,5
72,6,95.58,5.38,49,4
79,36,109.4,2.0,41,5
83,39,84.9,3.93,119,5
60,8,99.86,5.67,52,3
58,8,96.05,6.06,53,3
76,38,108.6,0.59,39,5
84,32,80.82,1.5,120,5
58,8,99.75,6.03,54,3
55,23,99.27,6.76,81,2
62,9,96.11,5.55,53,3
70,27,100.13,10.5,96,4
52,23,99.2,9.15,59,2
76,37,84.43,2.68,120,5
79,31,107.16,3.35,35,5
87,38,81.92,2.11,129,5
61,9,96.09,6.33,90,3
59,8,96.37,5.64,86,3
54,10,96.73,9.45,58,2
61,26,95.93,5.78,90,3
90,2,82.29,3.75,38,5
83,38,82.68,3.6,42,5
45,12,98.72,7.7,63,1
64,8,99.8,5.85,89,3
90,31,84.39,3.14,38,5
47,10,96.7,6.61,83,2
65,24,99.7,5.68,88,3
47,11,99.35,6.55,85,2
64,25,96.2,5.57,90,3
68,7,100.38,10.03,94,4
70,6,100.13,5.24,47,4
78,3,81.41,3.79,36,5
65,9,99.84,5.5,87,3
40,12,98.49,7.22,66,1
67,6,95.4,5.31,49,4
40,12,97.92,8.68,78,1
58,8,96.35,6.01,90,3
36,18,98.16,8.57,78,1
80,2,80.46,0.76,128,5
56,25,95.9,6.29,90,3
31,15,98.96,7.02,67,1
57,9,96.2,6.33,86,3
89,3,82.7,1.92,39,5
85,1,80.88,0.4,38,5
81,1,81.82,1.41,115,5
46,21,96.71,9.22,81,2
73,7,100.28,5.36,92,4
50,23,96.63,6.51,55,2
52,23,96.63,9.49,57,2
34,18,97.38,7.06,66,1
66,27,100.13,5.08,47,4
47,22,96.8,6.75,55,2
67,6,100.5,5.32,92,4
73,7,100.24,10.47,94,4
58,24,99.98,5.6,53,3
71,28,100.49,5.25,45,4
58,24,96.26,5.63,52,3
60,25,96.22,5.6,89,3
74,6,95.66,5.35,47,4
59,26,96.31,5.66,50,3
66,7,100.16,10.44,98,4
60,25,99.73,6.22,51,3
66,6,95.67,5.07,49,4
70,29,100.64,10.44,45,4
82,5,109.97,1.06,129,5
74,29,100.11,10.05,49,4
44,15,98.61,8.21,67,1
88,4,84.95,0.41,40,5
70,7,95.02,10.29,48,4
74,7,100.28,5.16,45,4
39,17,97.73,7.46,66,1
66,28,100.28,10.02,47,4
69,7,95.29,10.15,95,4
44,12,98.42,7.52,75,1
51,23,96.52,6.56,55,2
55,10,99.24,9.27,57,2
31,18,98.36,7.7,68,1
71,6,95.57,5.28,48,4
81,35,109.1,2.27,35,5
74,7,95.34,10.19,99,4
80,1,80.69,2.53,111,5
51,21,96.61,9.29,59,2
78,5,84.74,0.28,117,5
55,11,99.2,9.04,82,2
58,8,100.0,5.67,89,3
77,38,105.37,2.09,39,5
68,28,95.23,10.43,96,4
66,6,95.72,5.22,91,4
86,1,83.47,3.72,119,5
67,28,95.01,5.01,100,4
76,32,81.32,0.59,126,5
30,17,98.26,8.75,78,1
78,2,84.09,0.49,38,5
45,18,97.76,8.29,77,1
31,20,98.56,7.55,73,1
38,14,98.96,8.97,69,1
56,8,99.73,5.89,90,3
84,5,108.05,3.71,121,5
89,4,108.2,0.96,110,5
42,14,98.51,8.35,77,1
71,30,100.68,10.24,100,4
90,5,107.32,0.65,118,5
30,14,97.15,7.98,77,1
55,10,99.23,6.86,57,2
35,19,98.59,7.89,78,1
89,39,106.22,2.23,115,5
65,9,99.73,5.72,54,3
52,22,99.5,6.61,56,2
51,22,99.47,9.12,57,2
71,6,100.62,10.41,99,4
32,16,97.08,7.49,78,1
46,23,96.67,6.61,85,2
80,5,106.36,1.37,41,5
61,25,96.33,5.7,54,3
66,27,95.54,5.21,48,4
67,27,100.48,5.09,47,4
68,7,95.26,10.04,98,4
61,26,96.28,6.22,88,3
89,36,83.16,3.06,129,5
49,10,99.4,9.15,55,2
55,21,99.12,6.57,56,2
59,8,96.14,6.16,88,3
51,22,99.36,6.86,81,2
61,8,96.33,5.82,86,3
64,26,99.71,5.57,88,3
78,0,81.74,0.03,41,5
39,19,97.12,8.8,70,1
48,23,99.2,6.62,55,2
83,40,80.82,3.72,41,5
41,13,97.39,7.96,61,1
45,17,98.63,8.88,70,1
76,37,106.39,1.23,37,5
45,15,98.58,8.55,76,1
68,6,100.59,10.18,47,4
77,1,105.15,1.47,36,5
80,35,80.71,0.99,127,5
61,24,96.4,5.6,86,3
90,39,83.24,1.14,126,5
47,10,96.69,6.58,57,2
57,8,99.84,6.14,53,3
30,13,98.92,7.61,71,1
90,38,81.1,3.74,39,5
78,1,81.2,1.76,119,5
44,16,98.36,8.09,80,1
51,10,99.27,6.56,84,2
74,7,100.23,5.37,97,4
76,36,82.31,0.56,43,5
46,21,96.9,9.35,81,2
49,22,99.44,6.76,82,2
46,23,96.71,9.22,56,2
70,27,95.74,10.2,98,4
84,3,105.01,3.58,128,5
46,23,96.55,9.0,56,2
37,16,97.61,7.59,64,1
66,28,95.76,5.14,49,4
87,35,82.36,0.59,39,5
73,6,100.69,5.04,98,4
46,11,99.38,6.84,57,2
71,27,95.54,10.45,49,4
61,9,96.03,5.75,52,3
82,0,106.13,3.83,36,5
30,18,97.57,7.45,61,1
63,25,96.36,6.13,51,3
50,10,96.58,6.8,58,2
46,10,96.71,9.05,84,2
53,10,96.89,9.47,58,2
57,26,96.33,6.37,53,3
60,9,96.39,6.25,88,3
37,13,97.59,7.78,64,1
83,33,109.2,2.89,38,5
50,22,99.19,9.24,59,2
75,6,95.16,5.3,45,4
32,20,97.5,7.68,77,1
52,10,99.17,6.57,55,2
76,4,82.21,0.01,38,5
58,9,99.86,6.3,52,3
31,13,97.56,7.1,78,1
51,21,96.8,9.28,57,2
58,26,99.83,5.58,86,3
59,9,95.94,5.83,53,3
55,21,96.52,6.64,58,2
84,5,105.65,0.97,124,5
38,15,97.49,7.15,60,1
47,11,96.85,9.35,57,2
59,9,95.91,5.76,53,3
68,6,100.56,10.35,99,4
55,23,96.69,6.88,85,2
55,22,96.64,9.23,56,2
48,23,96.67,9.03,82,2
39,18,97.04,7.44,77,1
64,25,96.16,6.24,51,3
65,26,99.88,5.84,51,3
67,27,95.44,10.28,95,4
40,14,97.36,7.64,79,1
47,22,99.15,6.59,82,2
79,3,84.09,1.05,42,5
61,9,96.13,6.35,53,3
48,23,99.33,6.59,55,2
51,21,96.71,9.35,84,2
75,6,100.68,10.41,98,4
73,6,100.55,10.14,49,4
68,7,95.19,5.35,92,4
31,19,98.68,7.34,71,1
64,8,99.82,6.39,89,3
52,21,96.6,6.77,84,2
48,22,99.22,6.87,82,2
68,6,100.57,5.31,99,4
58,8,99.93,6.08,86,3
81,35,80.02,3.29,115,5
73,28,100.51,10.24,95,4
48,23,96.63,6.79,84,2
77,5,107.9,2.73,38,5
65,26,96.27,6.02,53,3
70,6,95.49,10.22,48,4
42,15,98.43,8.29,60,1
49,21,99.5,6.59,85,2
89,0,84.06,3.22,42,5
46,10,99.17,6.56,57,2
59,26,96.26,5.78,89,3
76,3,106.65,0.99,35,5
62,9,96.28,5.69,87,3
56,25,99.86,5.76,52,3
65,9,95.92,6.22,89,3
47,21,96.8,6.51,59,2
32,12,98.25,7.49,66,1
56,9,99.91,5.52,52,3
30,14,97.29,8.97,75,1
74,30,100.59,10.48,91,4
55,11,99.24,6.76,58,2
67,29,100.19,5.01,91,4
55,11,96.66,9.23,56,2
48,22,99.3,9.43,58,2
85,39,81.46,1.93,37,5
63,8,95.96,5.74,54,3
53,23,99.21,6.67,57,2
53,11,99.37,6.59,84,2
60,9,96.25,5.86,54,3
30,13,97.16,8.89,67,1
68,29,100.29,10.12,48,4
51,22,96.7,9.05,58,2
60,9,96.13,6.27,86,3
57,25,96.34,5.78,90,3
55,10,99.19,6.73,56,2
43,19,98.81,8.86,72,1
54,21,99.33,9.08,56,2
89,5,83.45,1.03,36,5
81,3,83.15,3.08,38,5
57,8,100.0,6.17,87,3
38,18,98.98,8.42,79,1
59,8,95.92,5.5,88,3
46,21,99.11,9.02,58,2
58,24,99.94,5.75,90,3
37,15,97.77,7.22,60,1
47,23,99.44,6.74,55,2
49,10,96.85,9.04,55,2
56,8,95.99,6.13,87,3
54,22,96.7,6.66,83,2
56,26,99.84,6.39,86,3
75,7,100.67,10.36,99,4
59,8,96.39,6.03,54,3
46,23,96.69,9.13,83,2
62,26,95.94,5.61,90,3
54,21,99.32,9.1,57,2
68,6,95.53,10.41,96,4
33,14,98.34,7.43,73,1
64,24,99.84,6.28,90,3
81,34,106.85,0.52,121,5
78,32,108.26,3.66,44,5
45,19,97.62,8.12,79,1
89,4,80.37,0.49,120,5
78,3,105.39,3.51,38,5
57,24,96.14,5.89,50,3
44,13,98.68,8.29,74,1
76,2,105.59,0.77,39,5
31,19,97.72,7.75,76,1
65,24,96.33,6.34,51,3
55,21,96.57,9.38,59,2
55,23,99.17,6.72,85,2
75,6,95.74,5.09,98,4
79,34,107.61,0.75,114,5
77,0,83.67,3.09,36,5
62,26,96.16,5.54,50,3
69,7,95.32,5.2,93,4
50,10,99.45,6.69,57,2
73,29,95.4,10.1,45,4
44,17,97.13,8.56,73,1
79,5,107.28,0.41,122,5
81,40,80.15,2.56,41,5
37,19,98.13,8.11,79,1
42,12,98.68,7.41,66,1
59,25,99.68,5.74,88,3
65,25,96.24,5.68,50,3
80,37,105.29,3.13,111,5
67,30,100.63,10.42,92,4
40,15,97.98,7.02,63,1
37,14,98.7,8.23,77,1
73,6,100.49,5.09,97,4
70,7,100.63,10.11,49,4
46,22,96.75,9.48,59,2
76,31,108.32,2.91,128,5
54,10,99.21,6.53,82,2
69,29,95.34,10.33,98,4
58,9,95.99,5.74,52,3
34,13,98.51,8.71,60,1
40,13,97.95,8.57,66,1
46,10,96.6,9.02,81,2
85,1,83.81,3.85,39,5
88,34,82.29,2.24,115,5
52,10,96.75,6.7,57,2
61,8,99.67,5.77,53,3
86,1,82.9,1.69,37,5
66,7,95.34,5.25,48,4
78,32,106.27,2.41,37,5
46,11,96.52,6.56,57,2
61,9,96.08,5.66,88,3
72,6,95.42,5.23,96,4
90,31,82.27,3.22,113,5
81,38,109.02,2.03,114,5
87,1,105.57,1.85,39,5
53,10,96.55,9.02,59,2
87,5,108.15,1.22,38,5
49,11,99.24,6.88,55,2
48,11,99.13,9.32,56,2
53,23,96.59,6.73,56,2
66,27,100.27,10.32,45,4
58,9,99.93,5.64,50,3
55,11,99.1,9.16,59,2
71,28,100.49,10.37,48,4
38,16,97.69,7.8,75,1
89,3,109.48,1.37,126,5
33,12,98.6,7.36,79,1
52,10,99.4,6.73,85,2
64,9,99.69,5.75,54,3
87,35,82.72,0.44,38,5
58,9,99.68,6.24,86,3
82,39,108.17,2.09,42,5
33,16,98.26,7.95,68,1
81,34,108.38,3.38,123,5
88,2,82.1,0.68,44,5
54,23,99.17,9.27,81,2
55,11,96.63,9.38,58,2
38,12,98.95,8.55,76,1
68,7,95.36,10.19,92,4
36,18,97.78,8.0,64,1
52,23,99.47,6.86,56,2
46,11,96.6,6.64,55,2
51,22,99.31,9.48,57,2
52,10,96.71,6.89,84,2
76,0,107.66,0.56,118,5
75,30,100.21,5.08,46,4
85,3,107.06,1.09,122,5
86,3,81.59,2.19,110,5
82,2,84.84,3.3,40,5
30,16,98.73,8.49,70,1
31,15,98.68,7.22,70,1
78,0,106.3,2.24,37,5
71,29,100.11,10.23,46,4
41,15,98.72,8.51,62,1
85,39,81.13,1.64,37,5
59,25,96.17,5.75,53,3
72,6,100.41,10.44,96,4
54,21,99.17,6.54,58,2
68,6,95.39,10.19,46,4
83,1,84.86,1.39,118,5
90,34,83.35,2.6,123,5
80,2,107.99,1.96,42,5
71,28,95.12,10.14,91,4
55,22,96.56,6.56,84,2
40,16,98.42,8.87,60,1
42,16,98.84,7.29,74,1
44,18,98.36,8.84,76,1
89,39,84.02,1.72,43,5
34,20,97.51,8.18,67,1
60,25,96.16,6.31,54,3
62,9,95.94,6.36,52,3
54,11,99.44,9.12,81,2
33,15,97.91,8.4,79,1
73,6,100.55,5.01,48,4
49,11,99.44,6.66,82,2
46,21,99.25,9.19,82,2
31,19,97.03,7.3,64,1
85,5,80.89,1.49,116,5
59,25,99.77,5.82,86,3
69,7,100.16,10.08,91,4
74,30,95.65,5.36,48,4
82,2,106.78,1.1,115,5
44,12,97.9,7.27,74,1
32,12,97.79,8.64,67,1
67,7,100.48,10.11,46,4
64,26,99.87,6.02,90,3
67,7,100.5,10.17,99,4
79,2,83.46,0.57,43,5
59,9,96.02,6.17,90,3
43,13,98.98,7.91,76,1
66,7,100.43,10.2,49,4
57,9,99.64,5.83,52,3
67,6,100.23,10.3,95,4
62,8,96.25,5.78,87,3
82,36,105.33,3.58,126,5
53,10,99.3,9.28,55,2
46,10,99.3,6.71,85,2
45,15,98.27,7.25,75,1
57,9,99.73,6.37,87,3
72,30,95.17,5.13,45,4
37,15,97.54,7.65,73,1
68,7,100.23,10.38,100,4
82,3,80.62,3.67,38,5
64,9,96.14,6.12,54,3
63,9,96.35,6.36,88,3
73,27,95.58,5.12,48,4
58,24,99.96,5.87,90,3
77,33,105.25,2.03,37,5
32,15,98.12,7.67,72,1
67,27,100.25,10.48,48,4
48,23,96.84,6.82,57,2
75,27,100.32,10.43,91,4
66,29,100.66,10.09,48,4
47,21,96.89,6.77,81,2
74,28,100.53,5.17,93,4
38,17,98.09,8.15,62,1
69,6,100.21,5.22,47,4
51,22,96.77,6.72,56,2
83,3,80.3,2.09,127,5
55,21,96.86,6.79,84,2
62,9,95.97,6.19,51,3
48,10,99.37,6.87,56,2
70,29,95.36,5.11,95,4
74,6,95.32,5.09,99,4
70,6,95.13,5.24,92,4
47,10,96.72,6.88,57,2
63,26,99.94,5.69,90,3
84,36,84.64,2.17,39,5
59,26,99.94,5.63,90,3
39,13,97.22,8.35,79,1
75,7,100.27,5.31,47,4
71,30,100.45,5.29,93,4
75,6,100.27,5.08,47,4
51,23,99.36,6.52,56,2
78,1,83.2,0.99,36,5
51,23,96.83,9.43,82,2
57,25,96.15,5.63,51,3
55,23,96.56,6.64,57,2
52,21,99.34,6.81,57,2
38,19,98.0,8.74,76,1
67,28,95.58,5.11,49,4
89,34,107.87,2.62,116,5
75,6,95.25,5.11,49,4
53,10,96.72,9.13,81,2
53,23,96.56,9.47,81,2
79,4,82.35,3.25,118,5
44,15,98.99,8.4,67,1
89,39,108.42,2.36,124,5
56,25,99.91,6.05,51,3
35,17,97.66,8.85,67,1
59,25,99.76,5.51,86,3
53,22,96.57,6.6,84,2
42,13,98.21,7.17,80,1
37,19,98.88,8.53,70,1
33,20,97.94,8.09,78,1
57,8,99.99,6.05,51,3
59,26,99.98,6.28,51,3
66,30,100.47,10.11,48,4
44,16,98.59,8.6,78,1
34,18,98.05,7.67,78,1
44,17,98.46,7.04,76,1
89,33,84.84,1.35,38,5
37,14,98.12,8.29,72,1
47,11,99.26,6.83,56,2
66,28,100.45,10.4,97,4
80,40,80.62,1.75,39,5
52,10,96.75,9.36,84,2
75,30,100.36,10.15,48,4
67,6,95.14,10.24,98,4
37,12,98.99,7.41,77,1
50,21,99.18,6.61,59,2
43,17,98.61,7.12,77,1
70,29,100.28,5.09,96,4
67,30,100.21,5.28,48,4
43,20,97.54,8.34,73,1
30,17,98.56,7.75,65,1
64,24,96.36,5.61,87,3
70,6,95.33,10.04,45,4
66,29,95.62,10.43,93,4
49,23,99.31,6.78,81,2
76,2,107.6,0.4,113,5
59,26,95.99,6.36,50,3
76,36,106.2,0.66,113,5
51,10,99.11,9.12,56,2
73,6,100.17,5.03,96,4
64,9,99.91,5.68,54,3
45,18,98.81,7.6,77,1
45,12,98.93,7.61,67,1
50,23,96.52,6.69,56,2
90,35,105.52,3.84,124,5
59,24,99.61,5.85,86,3
50,10,96.9,6.75,81,2
52,10,99.24,9.34,58,2
62,8,96.07,6.16,53,3
37,13,97.81,7.06,60,1
53,11,96.67,9.38,58,2
35,14,98.65,7.33,76,1
36,18,98.34,8.81,74,1
87,4,107.85,3.56,38,5
37,20,97.76,8.68,72,1
73,7,95.71,10.21,46,4
76,39,108.78,2.56,38,5
63,9,95.9,6.26,88,3
86,4,82.66,3.0,35,5
51,10,96.69,6.82,82,2
40,20,97.53,7.25,75,1
71,28,100.32,5.08,48,4
72,29,95.77,5.08,99,4
85,37,83.69,3.3,42,5
66,7,100.37,10.39,48,4
84,35,80.55,1.48,43,5
86,34,109.08,2.61,111,5
78,2,108.89,2.22,115,5
46,23,96.67,6.78,57,2
72,7,100.58,10.49,92,4
58,26,96.14,6.28,50,3
69,6,100.26,5.36,45,4
31,12,97.0,8.81,63,1
65,9,96.28,5.87,87,3
86,0,84.31,2.55,40,5
47,10,96.6,6.83,59,2
77,40,83.23,3.94,129,5
40,20,97.14,8.35,79,1
84,4,109.49,3.13,43,5
64,8,99.98,6.39,86,3
65,8,96.05,5.55,53,3
66,6,100.41,5.23,95,4
64,8,96.33,6.32,51,3
51,23,96.75,6.7,59,2
49,11,96.87,9.17,81,2
76,3,80.87,1.61,118,5
50,11,96.53,6.57,57,2
55,22,96.66,9.15,83,2
83,38,109.53,2.21,129,5
41,16,97.55,7.48,73,1
89,36,82.24,3.22,118,5
41,16,97.15,7.89,80,1
65,26,99.68,5.84,53,3
33,14,98.13,8.5,75,1
72,7,100.29,10.43,91,4
60,24,96.2,5.83,54,3
36,19,98.72,7.35,60,1
53,10,99.46,6.81,85,2
73,28,95.02,5.24,45,4
52,11,99.23,9.43,56,2
82,38,82.58,2.47,42,5
58,25,99.86,6.21,52,3
74,29,95.35,10.46,98,4
71,28,100.15,5.33,49,4
38,13,98.68,7.77,75,1
30,14,98.78,7.43,78,1
56,24,99.86,6.27,90,3
38,12,98.47,7.26,78,1
63,25,99.63,5.5,50,3
35,16,98.47,8.12,61,1
78,4,108.6,2.99,125,5
65,24,99.68,6.13,86,3
61,9,95.93,5.5,53,3
75,6,100.64,5.25,98,4
62,9,96.19,5.71,53,3
34,18,97.65,8.39,69,1
89,2,109.32,0.12,41,5
89,39,109.08,2.99,42,5
39,19,98.16,8.28,66,1
70,30,100.67,10.13,91,4
63,9,95.97,5.64,87,3
84,0,108.3,1.46,35,5
69,7,100.49,10.45,100,4
73,27,95.42,10.09,93,4
52,10,99.34,6.67,56,2
69,6,100.66,5.24,91,4
50,22,99.47,6.77,56,2
78,4,84.08,2.4,111,5
57,8,99.96,6.31,87,3
89,36,109.68,1.54,35,5
79,39,84.71,0.72,43,5
59,24,95.99,6.31,90,3
40,20,97.87,7.19,61,1
35,16,97.92,8.34,77,1
31,13,98.07,8.3,79,1
60,8,99.9,5.79,52,3
71,7,95.49,5.31,93,4
36,13,97.39,7.5,65,1
43,13,97.36,8.56,79,1
81,5,108.61,1.82,120,5
57,24,99.78,5.72,90,3
40,13,97.51,8.55,80,1
75,29,100.54,10.38,100,4
47,22,96.86,6.85,85,2
30,20,97.16,8.6,78,1
90,35,84.6,0.96,111,5
78,33,107.35,3.17,114,5
90,36,80.44,1.99,44,5
90,4,84.61,0.27,113,5
38,13,98.17,7.32,67,1
67,27,95.12,10.37,46,4
54,22,99.3,9.19,59,2
36,15,97.21,8.44,60,1
38,12,98.16,7.26,63,1
32,17,98.37,8.83,64,1
40,14,97.64,8.41,80,1
68,29,100.54,10.17,97,4
81,31,84.27,0.18,39,5
52,22,96.71,6.88,55,2
87,36,105.07,3.34,129,5
53,11,96.79,9.45,57,2
69,6,100.42,5.18,100,4
47,21,99.27,6.53,81,2
90,33,81.69,1.89,39,5
34,15,98.26,8.84,77,1
51,10,99.35,9.2,84,2
85,39,108.18,2.85,43,5
38,14,97.67,7.2,60,1
32,12,97.53,8.67,72,1
58,9,99.7,5.85,54,3
50,11,99.33,6.78,81,2
76,1,105.48,2.93,43,5
80,3,106.81,1.34,36,5
89,31,106.53,0.86,126,5
49,23,99.27,6.65,84,2
46,22,96.59,6.8,81,2
85,1,83.66,0.98,129,5
68,6,95.63,5.24,45,4
31,12,98.49,8.89,64,1
60,8,96.19,6.21,52,3
53,10,99.41,6.52,84,2
59,26,96.3,5.87,90,3
52,22,99.25,6.72,84,2
82,36,82.14,1.36,117,5
82,3,105.17,0.46,130,5
78,39,84.93,3.55,42,5
50,21,99.33,9.03,81,2
62,9,99.75,5.62,86,3
70,6,95.19,10.05,45,4
45,13,97.61,8.86,71,1
34,15,98.81,7.94,77,1
74,28,100.34,10.14,48,4
53,22,96.89,6.66,85,2
90,1,105.42,2.48,114,5
61,26,96.18,6.01,54,3
43,14,98.67,8.99,67,1
72,28,95.45,5.28,93,4
47,10,96.84,6.64,59,2
56,26,95.98,6.33,86,3
46,22,96.75,9.24,85,2
68,27,100.32,5.24,96,4
75,29,95.04,10.07,97,4
58,8,96.14,6.37,88,3
82,38,108.31,1.98,119,5
65,25,96.05,5.75,86,3
44,15,98.77,8.89,80,1
71,6,95.14,5.36,49,4
74,28,100.31,10.09,95,4
38,18,98.56,7.24,70,1
66,6,95.49,5.01,96,4
84,3,82.37,0.11,121,5
90,33,83.46,0.12,44,5
41,17,98.03,7.32,71,1
51,10,96.66,6.6,81,2
49,22,99.17,6.7,55,2
43,19,97.1,7.77,64,1
46,23,99.29,9.18,58,2
72,7,100.64,10.01,49,4
55,11,99.41,6.51,55,2
55,10,99.46,9.12,83,2
72,29,95.18,5.08,48,4
52,11,99.45,9.14,81,2
79,38,108.82,3.72,35,5
79,38,82.9,3.61,123,5
61,9,96.38,5.51,52,3
54,23,99.23,6.84,83,2
72,30,100.26,5.12,91,4
